Date,Temperature (¡æ),Humidity (%),Rainfall (mm),Wind Speed (km/h),Soil Type,Soil Moisture (%)
2015/11/2,32.38,87.69,17.73,10.56,Loam,38.11
2015/11/3,31.01,76.13,3.06,16.83,Sandy,32.06
2015/11/4,24.44,72.85,17.76,4.45,Loam,26.18
2015/11/5,15.13,71.83,17.89,16.4,Sandy,29.71
2015/11/6,33.64,30.48,13.72,11.3,Sandy,40.72
2015/11/7,24.45,85.28,12.17,3.69,Loam,32.48
2015/11/8,24.79,38.88,3.65,18.56,Sandy,31.12
2015/11/9,22.85,33.63,6.23,18.69,Sandy,27.5
2015/11/10,20.07,53.8,7.71,6.8,Loam,27.52
2015/11/11,18.16,83.34,19.03,7.93,Sandy,33.79
2015/11/12,21.8,58.68,12.16,9.31,Clay,28.81
2015/11/13,28.88,71.13,8.1,5.55,Loam,34.92
2015/11/14,20.24,52.45,12.87,13.04,Loam,31.12
2015/11/15,30.67,69.1,15.02,13.81,Sandy,40.63
2015/11/16,19.43,31.54,10.45,6.37,Clay,39.36
2015/11/17,20.31,84.05,17.99,14.41,Loam,44.81
2015/11/18,30.72,40.21,1.26,5.43,Clay,33.71
2015/11/19,20.37,84.88,10.81,12.69,Loam,26.17
2015/11/20,23.33,39.91,6.33,7.68,Sandy,37.28
2015/11/21,16.67,66.82,0.91,4.28,Clay,41.43
2015/11/22,28.66,66.52,19.71,14.32,Loam,38.13
2015/11/23,27.67,76.68,19.13,3.36,Loam,36.91
2015/11/24,20.85,57.47,3.69,4.63,Loam,31.58
2015/11/25,26.59,39.83,19.56,7.44,Clay,39.95
2015/11/26,30.34,46.89,16.84,4.61,Clay,41.49
2015/11/27,34.19,40.02,11.21,15.87,Sandy,29.89
2015/11/28,23.44,32.34,16.49,10.39,Loam,32.8
2015/11/29,33.64,71.85,14.68,5.37,Sandy,34.48
2015/11/30,28.69,32.6,2.8,10.21,Clay,31.04
2015/12/1,21.59,64.96,18.58,19.3,Loam,36.21
2015/12/2,16.32,32.96,3.81,11.55,Clay,27.03
2015/12/3,23.74,54.79,8.34,4.26,Sandy,26.38
2015/12/4,20.57,53.98,6.81,4,Sandy,34.85
2015/12/5,29.97,71.72,18.11,11.43,Loam,28.75
2015/12/6,16.88,80.81,2.96,19.92,Clay,43.9
2015/12/7,22.56,36.86,17.87,7.2,Loam,25.5
2015/12/8,33.46,71.64,4.22,3.54,Sandy,35.09
2015/12/9,29.41,65.94,18.35,8.05,Clay,27.27
2015/12/10,16.48,33.59,5.75,14.1,Clay,37.06
2015/12/11,18.59,45.12,3.11,3.82,Sandy,31.38
2015/12/12,18.03,37.72,14.42,10.81,Sandy,42.83
2015/12/13,34.25,34.34,8.14,12.66,Clay,40.92
2015/12/14,25.78,58.62,11.84,10.45,Sandy,37.98
2015/12/15,18.6,88.26,10.78,3.48,Sandy,40.43
2015/12/16,29.23,63.93,3.67,3.35,Sandy,27.59
2015/12/17,19.81,70.93,19.37,11.73,Sandy,41.81
2015/12/18,25.93,73.32,6.75,3.05,Loam,37.57
2015/12/19,16.6,50.33,19.14,9.57,Loam,36.97
2015/12/20,24.81,86.34,12.83,15.78,Clay,40.16
2015/12/21,28.84,45.17,8.51,5.89,Clay,37.5
2015/12/22,34.44,35.38,18.48,13.64,Clay,42.07
2015/12/23,21.85,53.09,2.66,12.74,Sandy,44.85
2015/12/24,34.38,80.88,6.47,16.91,Loam,35.09
2015/12/25,17.12,39.21,14.82,11.26,Clay,31.22
2015/12/26,16.7,79.53,0.6,7.97,Loam,27.13
2015/12/27,21.09,74.37,18.36,12.86,Sandy,33.94
2015/12/28,28.42,39.58,13.84,18.95,Sandy,31.57
2015/12/29,22.04,48.77,17.14,15.63,Sandy,30.17
2015/12/30,18.61,45.15,9.92,10.35,Loam,37.23
2015/12/31,27.65,74.27,0,3.81,Clay,34.83
2016/1/1,29.2,53.17,2.15,16.48,Loam,42.01
2016/1/2,20.41,47.54,8.93,7.82,Sandy,32.75
2016/1/3,23.31,30.84,15.66,17.46,Loam,34.35
2016/1/4,17.84,64.8,6.83,15.98,Clay,44.24
2016/1/5,15.16,57.28,13.36,3.68,Loam,36.43
2016/1/6,15.89,47.54,10.93,3.98,Sandy,44.76
2016/1/7,16.49,53.31,14.07,10.72,Loam,30.16
2016/1/8,25.71,67.53,9.04,9.68,Loam,35.49
2016/1/9,30.76,48.62,5.97,3.79,Loam,37.75
2016/1/10,29.03,63.03,0.64,9.11,Clay,39.82
2016/1/11,27.54,49.67,14.4,11.36,Sandy,30.78
2016/1/12,24.39,52.31,8.74,10.69,Sandy,44.14
2016/1/13,28.34,89.94,5.9,14.82,Loam,29.88
2016/1/14,32.33,54.09,8.6,11.49,Sandy,38.42
2016/1/15,21.61,65.01,16.53,14.75,Sandy,35.87
2016/1/16,31.77,84.52,17.41,13.25,Sandy,28.13
2016/1/17,24.1,56.1,13.24,13.41,Loam,31.88
2016/1/18,34.23,67.47,12.5,3.09,Sandy,34.76
2016/1/19,33.37,53.59,8.1,7.99,Sandy,25.18
2016/1/20,22.41,45.31,18.86,3.85,Clay,28.88
2016/1/21,19.83,39.66,16.27,17.78,Clay,37.04
2016/1/22,33.54,85.05,1.65,5.1,Loam,27.7
2016/1/23,21.78,68.54,19.67,13.58,Sandy,26.56
2016/1/24,25.62,74.46,9.6,16.73,Sandy,25.94
2016/1/25,18.07,71.93,7.16,4.75,Loam,36.48
2016/1/26,22.1,36.9,13.21,13,Loam,28.87
2016/1/27,24.18,77.97,19.62,7.59,Sandy,39.73
2016/1/28,22.8,64.98,1.61,16.59,Loam,32.8
2016/1/29,29.42,81.95,17.75,18.97,Clay,44.19
2016/1/30,21.97,39.62,15.15,13.83,Clay,37.63
2016/1/31,25.58,68.91,15.45,19.44,Sandy,39.96
2016/2/1,31.16,75.55,4.94,4.84,Sandy,25.25
2016/2/2,20.86,64.62,16.28,10.18,Sandy,42.29
2016/2/3,31.81,56.18,14.32,4.81,Loam,36.8
2016/2/4,19.92,83.87,19.82,8.24,Sandy,39.38
2016/2/5,21.66,86.13,13.27,6.9,Sandy,41.78
2016/2/6,29.27,53.56,0.81,18.51,Sandy,42.46
2016/2/7,26.11,55.72,10.65,19.22,Clay,44.19
2016/2/8,28.95,82.51,17.24,12.57,Clay,39.56
2016/2/9,34.89,86.81,16.46,3.91,Sandy,35.77
2016/2/10,21.25,84.99,16.72,11.18,Loam,28.99
2016/2/11,21.18,76.01,19.9,9.05,Sandy,28.19
2016/2/12,28.08,75.89,7.86,17.14,Loam,43.71
2016/2/13,17.08,53.15,0.09,14.92,Clay,29.84
2016/2/14,29.19,60.23,9.97,8.91,Clay,25.97
2016/2/15,19.52,61.05,17.24,10.3,Loam,42.6
2016/2/16,19.11,49.86,10.29,5.77,Loam,28.81
2016/2/17,17.44,89.43,16.44,17.5,Sandy,32.11
2016/2/18,27.8,36,8.53,3.56,Clay,33.54
2016/2/19,24.21,50.77,15.32,3.02,Clay,38.33
2016/2/20,27.59,41.26,7.09,16.1,Clay,28.52
2016/2/21,23.22,66.57,8.2,3.94,Clay,44.11
2016/2/22,34.73,44.12,15.93,15.09,Clay,37.77
2016/2/23,30.25,74.07,14.89,18.59,Loam,26.36
2016/2/24,32.08,89.83,15.6,18.36,Loam,35.48
2016/2/25,29.07,56.25,18.25,12.21,Clay,33.65
2016/2/26,26.71,80.34,15.76,8.98,Sandy,34.41
2016/2/27,33.42,80.71,19.32,18.11,Loam,32.52
2016/2/28,16.32,30.05,19.82,3.2,Loam,27.06
2016/2/29,32.66,61.93,10.28,14.99,Sandy,41.97
2016/3/1,15.09,55.28,7.63,9.05,Clay,39.75
2016/3/2,34.08,88.59,17.48,16.73,Loam,33.96
2016/3/3,28.64,72.62,18.91,5.32,Clay,42.27
2016/3/4,30.56,54.07,18.45,5.88,Sandy,33.15
2016/3/5,18.87,65.56,10.02,16.78,Clay,35.78
2016/3/6,34.31,68.96,9.9,14.86,Clay,34.44
2016/3/7,32.27,75.63,2.54,7.55,Loam,33.09
2016/3/8,23.03,36.18,2.89,18.62,Loam,39.31
2016/3/9,15.33,62.22,18.28,6.8,Clay,28.3
2016/3/10,34.63,79.07,4.49,10.76,Sandy,34.01
2016/3/11,33.24,79.56,15.09,12.91,Sandy,43.31
2016/3/12,32.82,87.9,0.18,5.39,Clay,35.16
2016/3/13,22.46,66.75,7.36,17.76,Loam,34.71
2016/3/14,27.73,61.87,12.49,19.25,Clay,42.73
2016/3/15,28.87,44.03,8.66,13.82,Loam,25.67
2016/3/16,31.42,42.28,17.42,7.39,Loam,38.7
2016/3/17,29.09,55.36,14.83,7.24,Sandy,39.18
2016/3/18,34.99,74.98,8.57,4.24,Loam,36.54
2016/3/19,31.39,89.09,5.42,14.24,Sandy,40.13
2016/3/20,29.6,76.75,13.62,7.36,Clay,38.71
2016/3/21,26.01,67.82,5.46,16.84,Clay,32.95
2016/3/22,20.88,50.65,10.54,18.05,Sandy,44.29
2016/3/23,33.03,85.84,7.15,6.41,Clay,44.55
2016/3/24,20.39,50.84,15.28,15.99,Clay,27.73
2016/3/25,32.7,37.17,13.69,12.33,Clay,27.07
2016/3/26,34.91,46.75,1.44,3.44,Loam,37.46
2016/3/27,26.33,59.36,5.39,6.04,Clay,35.69
2016/3/28,23.95,45.46,7.83,16.01,Loam,35.96
2016/3/29,33.01,51.97,4.03,4.36,Sandy,30.39
2016/3/30,15.52,62.49,19.16,3.43,Sandy,43.08
2016/3/31,21.23,80.94,12.94,13.42,Sandy,37.88
2016/4/1,23.03,36.15,16.36,14.37,Loam,33.63
2016/4/2,32.6,34.02,13.73,10.81,Loam,30.53
2016/4/3,32.97,62.5,10.73,10.28,Sandy,38.45
2016/4/4,34.01,58.26,16.44,19.33,Clay,40.38
2016/4/5,32.11,34.99,14.08,6.59,Clay,32.71
2016/4/6,16.38,32.37,11.6,15.16,Loam,31.05
2016/4/7,26,39.58,4.57,19.37,Sandy,35.31
2016/4/8,20.02,79.31,16.51,13.49,Clay,42.87
2016/4/9,32.1,65,8.92,15.37,Sandy,39.16
2016/4/10,20.29,62.42,19.19,14.34,Sandy,34.74
2016/4/11,28.28,69.6,8.25,4.33,Clay,30.99
2016/4/12,29.88,59.12,7.94,14.35,Sandy,32.49
2016/4/13,33.21,87.53,14.37,5.87,Clay,36.49
2016/4/14,32.66,61.85,0.05,3.7,Sandy,30.67
2016/4/15,34.22,40.37,7.19,3.72,Loam,43.85
2016/4/16,30.91,69.47,8.37,13.45,Clay,43.4
2016/4/17,18.85,48.4,16.21,5.07,Loam,41.6
2016/4/18,31.94,71.79,18.36,8.93,Loam,42.99
2016/4/19,27.17,74.28,6.78,10.55,Clay,36.62
2016/4/20,26.09,54.12,19.09,7.19,Loam,31.13
2016/4/21,24.3,71.97,1.49,18.43,Loam,44.5
2016/4/22,16.63,86.14,9.81,19.32,Sandy,43.72
2016/4/23,21.49,69.11,16.79,6.44,Clay,28.82
2016/4/24,19.76,65.86,2.16,5.74,Sandy,42.55
2016/4/25,30.72,50.22,8.68,10.52,Sandy,31.84
2016/4/26,23.08,70.59,1.71,17.86,Clay,28.81
2016/4/27,28.49,30.87,13.4,18.22,Sandy,41.8
2016/4/28,32.31,69.18,1.92,3.03,Loam,38.05
2016/4/29,21.46,53.38,14.79,9.03,Loam,33.3
2016/4/30,33.61,61.49,2.33,13.16,Loam,41.6
2016/5/1,21.25,75.83,15.66,8.34,Clay,25.26
2016/5/2,32.68,71.99,16.14,12.25,Sandy,25.19
2016/5/3,31.98,67.54,16.09,12.09,Sandy,33.45
2016/5/4,18.85,66.69,15.61,16.67,Loam,26.06
2016/5/5,21.78,88.32,17.59,6.61,Loam,28.18
2016/5/6,29.98,81.26,14.25,15.77,Sandy,29.76
2016/5/7,22.68,88.18,4.29,3.2,Loam,35.08
2016/5/8,27.47,82.65,3.5,19.5,Loam,33.22
2016/5/9,15.63,83.92,16.39,10.28,Loam,29.19
2016/5/10,19.96,68.08,6.52,14.08,Clay,36.78
2016/5/11,34.7,39.76,2.61,13.28,Sandy,42.08
2016/5/12,30.14,54.39,8.46,16.75,Loam,29.78
2016/5/13,33.74,59.96,16.92,16,Sandy,41.45
2016/5/14,25.73,30.71,8.36,6.92,Sandy,42.6
2016/5/15,17.75,89.01,0.66,15.19,Loam,39.43
2016/5/16,34.01,70.33,10.66,11.63,Sandy,29.48
2016/5/17,19.13,56.86,14.83,4.48,Loam,42.3
2016/5/18,19.93,53.41,11.99,17.75,Sandy,39.95
2016/5/19,28.62,65.55,12.53,4.89,Clay,30.5
2016/5/20,25.8,43.64,15.79,6.21,Sandy,33.05
2016/5/21,31.77,37.43,5.73,11.28,Sandy,32.16
2016/5/22,19.3,48.89,14.55,11.23,Sandy,35.06
2016/5/23,33.4,51.35,2.75,19.87,Sandy,39.28
2016/5/24,16.3,35.49,11,15.04,Loam,30.1
2016/5/25,33.43,60.71,3.42,19.58,Clay,40.16
2016/5/26,21.01,82.04,16.81,9.63,Sandy,43.01
2016/5/27,31.85,47.85,9.14,10.23,Sandy,43.29
2016/5/28,33.28,41.01,19.04,8.18,Clay,32.93
2016/5/29,29.66,63.13,3.85,10.53,Clay,25.93
2016/5/30,34.04,76.57,2.9,7.54,Clay,30.93
2016/5/31,29.52,56.86,3.67,15.63,Clay,36.41
2016/6/1,32.56,48.11,17.34,14.16,Clay,37.63
2016/6/2,32.01,34.09,12.78,12.03,Sandy,30.55
2016/6/3,31.2,65.51,15.23,13.52,Loam,37.92
2016/6/4,20.33,89.83,8.83,9.66,Sandy,43.03
2016/6/5,23.34,64.74,1.6,15.16,Sandy,27.5
2016/6/6,19.75,49.41,17.74,19.55,Sandy,42.86
2016/6/7,29.62,46.49,8.04,5.73,Clay,29.71
2016/6/8,19.82,65.37,2.58,16.29,Loam,31.51
2016/6/9,26.96,60.78,16.77,11.02,Clay,30.02
2016/6/10,21.62,63.99,19.53,7.45,Loam,30.18
2016/6/11,32.73,66.99,4.48,13.47,Loam,27.59
2016/6/12,19.95,35.36,17.92,4.2,Clay,30.09
2016/6/13,22.78,58.5,1.61,7.97,Loam,25.79
2016/6/14,31.53,30.59,10.71,14.12,Clay,41.62
2016/6/15,23.86,68.04,0.18,11.71,Clay,42.36
2016/6/16,27.92,30.97,6.08,12.92,Loam,35.6
2016/6/17,27.16,50.17,0.93,4.17,Sandy,37.53
2016/6/18,26.72,37.52,16.84,15.09,Sandy,28.42
2016/6/19,24.04,42.15,18.99,7.47,Clay,40.17
2016/6/20,28.08,49.24,12.04,16.37,Sandy,38
2016/6/21,28.58,62.22,1.11,6.75,Clay,28.81
2016/6/22,17.13,43.97,6.89,5.91,Clay,27.75
2016/6/23,33.79,82.77,17.49,5.22,Loam,29.88
2016/6/24,32.02,80.96,12.01,18.07,Sandy,42.5
2016/6/25,27.98,38.69,17.93,19.49,Clay,41.8
2016/6/26,32.87,89.93,5.98,9.74,Sandy,43.11
2016/6/27,34.42,30.86,8.14,13.16,Loam,30.34
2016/6/28,15.62,61.59,8.84,3.77,Sandy,31.91
2016/6/29,34.56,64.62,14.21,7.06,Loam,44.36
2016/6/30,22.93,33.6,15.59,11.79,Clay,29.85
2016/7/1,25.92,74.87,2.13,17.38,Loam,33.8
2016/7/2,26.12,38.86,16.41,8.51,Clay,38.06
2016/7/3,15.69,69.85,14.9,5.66,Sandy,39.44
2016/7/4,22.53,47.31,19.92,7.21,Clay,40.29
2016/7/5,24.46,88.26,13.31,11.45,Clay,30.16
2016/7/6,33.06,52.33,15.24,19.51,Clay,25.88
2016/7/7,33.91,61.89,17.06,14.51,Loam,31.75
2016/7/8,32.56,51.6,17.62,10.05,Clay,36.85
2016/7/9,33.79,79.97,7.39,17.84,Loam,44.04
2016/7/10,34.74,57.21,13.94,19.81,Loam,27.28
2016/7/11,28.11,34.15,10.81,7.83,Clay,39.05
2016/7/12,25.69,83.01,6.61,7.99,Sandy,35.96
2016/7/13,26.39,48.27,3.93,10.79,Loam,41.38
2016/7/14,33.29,53.93,17.93,17.26,Loam,32.32
2016/7/15,23.79,75.48,19.64,17.09,Clay,35.92
2016/7/16,32.92,71.39,11.5,18.56,Sandy,28.76
2016/7/17,34.23,40.15,16.63,12.06,Sandy,27.79
2016/7/18,20.19,72.58,9.35,19.28,Clay,43.03
2016/7/19,16.06,36.18,2.34,19.97,Sandy,43.28
2016/7/20,29.87,60.68,2.38,15.37,Loam,42.96
2016/7/21,28.49,75.45,13.31,13.72,Clay,39.52
2016/7/22,33.42,67.24,17.8,18.76,Sandy,41.82
2016/7/23,22.05,88.85,17.52,5.14,Loam,35.79
2016/7/24,34.38,80.16,16.44,14.47,Clay,44.3
2016/7/25,27.87,38.44,4.57,5.91,Sandy,33.46
2016/7/26,30.4,57.58,10.06,9.14,Loam,29.17
2016/7/27,16.62,57.81,7.74,11.28,Clay,33.04
2016/7/28,25.12,58.96,3.61,18.01,Loam,32.05
2016/7/29,24.22,36.23,8.47,4.14,Loam,39.91
2016/7/30,34.7,32.17,15.39,6.02,Sandy,36.46
2016/7/31,17.35,84.53,8.21,8.65,Sandy,41.39
2016/8/1,30.17,56.85,19.85,16.31,Sandy,28.35
2016/8/2,25.57,56.25,11.53,8.59,Clay,39.62
2016/8/3,21.24,35.68,14.21,11.81,Loam,34.24
2016/8/4,18.51,81.89,19.2,16.03,Sandy,42.05
2016/8/5,17.57,61.16,10.18,13.2,Clay,30.69
2016/8/6,34.38,71.6,18.01,17.92,Sandy,38.13
2016/8/7,22.23,43.62,15.29,9.31,Loam,32.92
2016/8/8,27.79,66.63,18.29,11.28,Sandy,41.93
2016/8/9,30.27,65.88,11.2,6.12,Sandy,35.92
2016/8/10,33.79,45.17,10.35,12.62,Clay,37.21
2016/8/11,19.28,30.41,0.89,5.58,Sandy,32.09
2016/8/12,27.01,54.93,2.07,3.41,Sandy,42.8
2016/8/13,32.3,72.99,15.39,7.2,Loam,36.88
2016/8/14,24.8,49.33,9.14,11.75,Sandy,38.29
2016/8/15,24.08,80.78,6.49,18.3,Clay,29.88
2016/8/16,29.86,62.24,17.53,6.42,Clay,33.39
2016/8/17,20.37,34.88,11.5,14.7,Clay,28.18
2016/8/18,30.1,66.13,1.29,17.14,Sandy,38.49
2016/8/19,28.1,80.89,17.66,15.4,Sandy,31.59
2016/8/20,25.47,63.43,2.77,16.44,Loam,44.74
2016/8/21,23.67,65.11,5.44,14.52,Sandy,28.71
2016/8/22,19.95,86.83,16.41,5.78,Sandy,43.12
2016/8/23,31.03,35.19,17.04,12.92,Clay,43.5
2016/8/24,29.9,56.87,11.26,6.49,Loam,25.22
2016/8/25,16.8,45.77,12.46,19.12,Clay,32.56
2016/8/26,32.84,51.31,11.99,4.93,Clay,33.32
2016/8/27,26.94,53.75,14.1,10.98,Loam,29.02
2016/8/28,18.14,85.8,14.72,17.09,Sandy,40.56
2016/8/29,19.95,79.07,9.24,19.29,Clay,39.37
2016/8/30,22.27,89.6,18.26,3.99,Clay,37.01
2016/8/31,16.39,66.89,17.06,17.95,Loam,35.76
2016/9/1,18.72,82.24,13.01,4.02,Sandy,34.26
2016/9/2,20.76,33.73,6.47,18.77,Loam,32.32
2016/9/3,19.98,57.34,11.63,16.06,Clay,27.62
2016/9/4,28.13,70.99,19.61,16.72,Clay,41.36
2016/9/5,19.29,30.13,12.33,4.56,Loam,36.22
2016/9/6,18.96,50.56,3.36,18.55,Clay,27.74
2016/9/7,34.44,62.23,4.91,9.51,Clay,44.67
2016/9/8,27.52,82.69,15.91,8.56,Sandy,39.72
2016/9/9,17.33,49.34,5.36,13.8,Clay,29.51
2016/9/10,32.44,79.21,19.81,12.1,Loam,41.59
2016/9/11,19.7,51.56,0.89,19.26,Sandy,34.65
2016/9/12,31.85,51.14,1.87,8.14,Loam,40.54
2016/9/13,18.58,32.78,13.72,3.94,Clay,28.77
2016/9/14,33.56,78.43,19.65,14.6,Loam,30.6
2016/9/15,17.96,50.23,11.91,9.17,Sandy,27.89
2016/9/16,26.28,59.79,0.96,18.88,Clay,43.67
2016/9/17,18.08,36.04,3.25,17.46,Sandy,28.31
2016/9/18,29.24,82.19,18.47,7.86,Loam,38.89
2016/9/19,29.41,39.46,0.02,9.61,Sandy,37.37
2016/9/20,17.53,33.56,7.1,16.02,Clay,37.8
2016/9/21,22.86,43.36,0.72,18.81,Loam,41.1
2016/9/22,34.39,62.61,14,11.84,Loam,37.37
2016/9/23,23.52,49.16,8.45,9.31,Clay,40.19
2016/9/24,29.44,70.14,7.39,19.93,Loam,28.21
2016/9/25,24.73,44.87,17.93,10.52,Sandy,34.89
2016/9/26,22.26,44.36,0.03,5.84,Clay,44.68
2016/9/27,25.62,48.5,1.84,12.83,Clay,36.11
2016/9/28,27.32,60.98,9.78,10.96,Clay,39.61
2016/9/29,16.19,73.47,17.3,7.19,Sandy,31.97
2016/9/30,29.65,76.81,13.99,9.27,Sandy,26.39
2016/10/1,29.45,35.58,16.17,9.22,Clay,42.88
2016/10/2,25.28,47.31,18.24,11.59,Loam,39.82
2016/10/3,23.5,70.32,9.76,6.68,Sandy,36.25
2016/10/4,23.17,58.45,15.44,17.09,Loam,44.43
2016/10/5,34.5,66.59,12.59,10.08,Clay,33.97
2016/10/6,18.99,58.84,1.54,16.53,Clay,26.81
2016/10/7,25.86,52.18,5.48,4.74,Clay,43.95
2016/10/8,28.21,68.7,15.6,4.97,Loam,37.06
2016/10/9,18.98,82.15,10.95,18.67,Clay,41.89
2016/10/10,16.91,67.36,8.86,6.21,Clay,35.18
2016/10/11,20.45,61.73,3.65,17.24,Sandy,26.26
2016/10/12,33.94,75,9.66,9.87,Clay,40.02
2016/10/13,26.72,64.74,2.79,18.18,Clay,29.66
2016/10/14,26.62,54,0.4,13.69,Loam,34.2
2016/10/15,28.12,34.75,17.7,18.92,Clay,37.04
2016/10/16,28.29,60.61,1.69,19.98,Clay,33.21
2016/10/17,28.39,76.86,17.47,7.07,Sandy,37.81
2016/10/18,22.85,89.44,6.58,4.4,Clay,30.17
2016/10/19,29.05,51.47,16.85,11.71,Loam,32.96
2016/10/20,27.26,81.14,8.94,3.93,Loam,39.76
2016/10/21,34.01,48.03,12.67,7.96,Loam,26.97
2016/10/22,24.03,35.62,13.24,10.22,Loam,33.6
2016/10/23,29.33,32.07,10.72,7.33,Clay,33.66
2016/10/24,34.79,36.52,12.32,3.06,Sandy,32.87
2016/10/25,21.26,33.9,5.76,9.75,Sandy,31.66
2016/10/26,25.36,60.74,19.26,3.35,Sandy,42.65
2016/10/27,17.63,40.14,9.27,14.66,Sandy,38.94
2016/10/28,31.28,79.31,12.15,16.5,Clay,43.59
2016/10/29,34.42,47.65,15.39,5.49,Sandy,40.2
2016/10/30,19.15,32,18.14,4.15,Clay,36.55
2016/10/31,25.91,54.65,12.83,18.9,Loam,28.26
2016/11/1,29.29,51.56,10.34,16.22,Clay,39.49
2016/11/2,28.7,81.27,5.21,7.55,Sandy,25.22
2016/11/3,20.75,81.23,7.84,3.76,Loam,33.29
2016/11/4,20.74,87.09,3.88,5.19,Sandy,33.65
2016/11/5,34.27,68.3,8.15,3.44,Clay,36.14
2016/11/6,22.2,35.14,4.56,19.57,Loam,44.55
2016/11/7,21.05,88.77,19.89,6.16,Loam,34.12
2016/11/8,16.59,54.39,11.77,12.27,Loam,26.79
2016/11/9,25.22,86.35,16.56,15.78,Clay,39.15
2016/11/10,19.71,31.35,0.92,9.04,Sandy,39.98
2016/11/11,15.44,80.5,6.57,19.17,Loam,41.69
2016/11/12,20.71,64.71,17.01,19.61,Sandy,39.85
2016/11/13,31.01,43.61,11,16.85,Clay,34.92
2016/11/14,29.07,59.63,7.14,17.17,Clay,29.33
2016/11/15,16.01,31.53,2.84,18.64,Loam,43.5
2016/11/16,28.79,40.39,7.56,16.79,Sandy,38.86
2016/11/17,17.94,85.88,2.28,12.12,Loam,41.01
2016/11/18,26.58,34.57,8.88,12.26,Clay,25.18
2016/11/19,17.24,47.42,14.97,15.4,Sandy,43.49
2016/11/20,34.74,68.92,17.08,5.05,Clay,44.27
2016/11/21,24.92,85.06,9.38,11.72,Sandy,28.38
2016/11/22,21.78,50.9,0.79,11.95,Sandy,26.79
2016/11/23,21.88,36.91,3.66,14.78,Loam,33.89
2016/11/24,29.72,83.9,15.65,17.52,Loam,29.83
2016/11/25,15.54,35.57,18.02,13.31,Loam,26.42
2016/11/26,19.74,36.47,1.49,16.97,Clay,35.27
2016/11/27,34.01,55.42,11.97,4.34,Clay,31.8
2016/11/28,31.87,38.83,12.05,3.36,Sandy,25.27
2016/11/29,15.31,70.45,7.63,18.75,Loam,31.95
2016/11/30,21.31,60.9,1.23,16.37,Sandy,38.83
2016/12/1,18.59,31.55,17.65,3.21,Sandy,33.03
2016/12/2,34.96,41.44,8.17,5.47,Clay,40.08
2016/12/3,18.29,32.76,5.28,11.78,Clay,44.22
2016/12/4,28.43,35.38,5.29,13.4,Clay,28.39
2016/12/5,22.84,40.25,12.06,8.86,Loam,28.13
2016/12/6,28.21,40.99,19.58,19.59,Clay,34.56
2016/12/7,20.76,37.17,19.84,3.23,Loam,40.25
2016/12/8,24.96,47.63,10.03,19.05,Sandy,42.57
2016/12/9,22.76,85.5,1.99,11.86,Loam,44.35
2016/12/10,18.49,61.39,8.69,10.92,Sandy,44.39
2016/12/11,20.24,47.57,3.23,18.51,Sandy,40.91
2016/12/12,19.39,56.47,8.52,13.75,Loam,37.84
2016/12/13,16.1,31.36,19.36,18.3,Clay,39.14
2016/12/14,25.22,47.35,10.73,7.11,Clay,41.45
2016/12/15,31.9,43.52,4.06,18.52,Loam,43.84
2016/12/16,22.79,82.12,4.57,13.05,Loam,25.45
2016/12/17,26.55,80.92,6.35,14.17,Sandy,43.47
2016/12/18,17.21,44.08,13.71,10.89,Sandy,37.58
2016/12/19,26.22,43.74,5.01,11.58,Sandy,44.95
2016/12/20,16.28,65.64,1.62,8.45,Clay,41.45
2016/12/21,33.48,60.43,12.12,7.82,Sandy,38.83
2016/12/22,32.39,54.03,6.55,8.77,Loam,38.72
2016/12/23,21.42,63.9,15.27,15.93,Clay,29.31
2016/12/24,15.44,55.6,10,13.75,Clay,30.92
2016/12/25,18.64,71.89,19.98,16.93,Clay,31.97
2016/12/26,27.1,89.63,17.56,17.34,Sandy,26.44
2016/12/27,16.38,34.58,3.53,9.95,Clay,27.65
2016/12/28,33.63,81.41,18.65,13.6,Loam,39.45
2016/12/29,19.61,72.53,5.1,8.02,Clay,37.56
2016/12/30,21.65,42.27,9.97,15.48,Loam,31.17
2016/12/31,29.07,59.27,16.75,16.62,Loam,31.16
2017/1/1,19.28,81.45,1.52,19.65,Clay,38.4
2017/1/2,19.57,47.37,17.67,17,Loam,44.09
2017/1/3,21.71,88.95,13.08,15.1,Loam,33.12
2017/1/4,19.08,66.33,8.47,10.56,Clay,43.03
2017/1/5,34.89,73.92,18.18,14.22,Clay,33.23
2017/1/6,26.5,64.14,8.37,13.19,Clay,29.59
2017/1/7,27.17,38.01,9.12,13.8,Sandy,35.54
2017/1/8,24.19,70.2,3.3,14,Sandy,34.03
2017/1/9,25.17,50.82,11.22,8.98,Loam,41.87
2017/1/10,34.84,68.17,9.82,6.69,Loam,32.18
2017/1/11,23.28,49.14,8.01,19.5,Loam,38.46
2017/1/12,26.66,34.24,5.09,16.43,Loam,33.3
2017/1/13,22.58,46.2,1.94,7.19,Sandy,36.4
2017/1/14,16.83,87.34,19.9,16.33,Sandy,41.48
2017/1/15,15.49,36.88,13.99,6.12,Loam,43.81
2017/1/16,26.57,30.77,13.43,3.79,Loam,39.8
2017/1/17,21.38,34.3,1.13,14.68,Clay,32.92
2017/1/18,32.09,88.71,12.66,11.03,Sandy,43.27
2017/1/19,16.1,33.31,11.91,16.12,Clay,27.28
